File Name,Class,Subclass,Spectral Centroid Mean,Spectral Bandwidth RMS,Standard Deviation,Skewness,Kurtosis,Shannon Entropy,Renyi Entropy,Rate of Attack,Rate of Decay,Threshold Crossings,Silence Ratio,Mean,Max Over Mean,Min Over Mean,Energy Measurements,Parent
20160531-7_142749_seg1.wav,Target,Tanker,751.8564110462697,2272.000431624649,0.010841464,-0.0196533752893325,0.6331788803663754,4.292586977367892,-10.679983225170474,372.93617021276594,0.0011868563,0,0.0,0.2226344,1.3348349,0.6332858,0.049683603922526,20160531-7_142749
20160531-7_142749_seg2.wav,Target,Tanker,745.0959705717426,2270.685383939511,0.010816553,-0.0011731432551845,0.073273601576036,4.752969908098849,-11.12878475634976,367.6363636363636,0.0011748233,0,0.0,0.22238359,1.2195581,0.7761698,0.0495714467366536,20160531-7_142749
20160531-7_142749_seg3.wav,Target,Tanker,813.8807927067897,2347.1547180839525,0.011673551,-0.0469989586119309,1.7891103708968608,3.6782381562204014,-9.930944563250266,375.0754716981132,0.0013220013,0,0.0,0.2220562,1.7954087,0.40116337,0.0494452209472656,20160531-7_142749
20160531-7_142749_seg4.wav,Target,Tanker,808.0215282483222,2319.3582327616664,0.012643155,0.0162694868319171,0.9570586561569784,4.126804669249703,-10.21867387100312,367.2542372881356,0.0013300311,0,0.0,0.2220293,1.5135821,0.54869413,0.0494568277994791,20160531-7_142749
20160531-7_142749_seg5.wav,Target,Tanker,780.2413591173568,2283.715888083894,0.013418949,0.0094583103007823,0.305721230416994,4.322932662518976,-10.269554203187113,362.469696969697,0.001280991,0,0.0,0.22187182,1.5268979,0.6798898,0.0494071756998697,20160531-7_142749
20160531-7_142749_seg6.wav,Target,Tanker,864.8009396993574,2358.253185824028,0.015990548,-0.1195395303020003,5.47550217468069,3.498447249574526,-9.15127795579422,407.7674418604651,0.001507634,6,2.604166666666667e-05,0.22181892,2.0960128,-0.16041686,0.0494593200683593,20160531-7_142749
20160531-7_142749_seg7.wav,Target,Tanker,822.3669019600131,2343.553732884338,0.014604185,-0.0002683443850009,0.1201379190313707,4.541003602315202,-10.314342698315336,377.3333333333333,0.0013782779,0,0.0,0.22192048,1.3306031,0.5888428,0.0494619954427083,20160531-7_142749
20160531-7_142749_seg8.wav,Target,Tanker,831.6225145737345,2353.5583709723373,0.01462942,-0.0120508254816146,0.394245212280869,4.343385308625149,-10.12907819087076,379.1515151515151,0.0014103788,0,0.0,0.22177592,1.4330233,0.5286802,0.0493985697428385,20160531-7_142749
20160531-7_142749_seg9.wav,Target,Tanker,833.4701397921464,2306.814924339929,0.013991961,0.0388055966341124,0.616448896059627,4.272974408388981,-10.155165501380932,395.1509433962264,0.0014285257,0,0.0,0.22175704,1.5300277,0.6034513,0.0493719635009765,20160531-7_142749
20160531-7_142749_seg10.wav,Target,Tanker,899.8525602238918,2391.679159885808,0.018065449,0.3249967238569834,11.991227623284534,3.351513129051513,-8.859089700651614,368.85,0.0016246638,4,3.90625e-05,0.22216962,2.6461341,-0.20041059,0.0496857045491536,20160531-7_142749
20160531-7_142749_seg11.wav,Target,Tanker,867.2105706463144,2366.6251401988693,0.017350046,0.0627847228059194,1.8588743157898435,4.01018193178443,-9.495928463730872,378.7608695652174,0.0015228067,0,0.0,0.22201426,1.8573289,0.37910843,0.0495913594563802,20160531-7_142749
20160531-7_142749_seg12.wav,Target,Tanker,801.4343628309414,2331.211652481433,0.014326249,0.0562467815464856,0.5648716529938516,4.248353871714646,-10.07869930274661,367.8363636363636,0.0013346692,0,0.0,0.22244653,1.4103196,0.44079348,0.0496877034505208,20160531-7_142749
20160531-7_142749_seg13.wav,Target,Tanker,912.2661334326074,2440.496826453322,0.016029041,-0.1110692917492966,10.935692331544228,3.187989958443615,-8.87624667842738,346.7692307692308,0.0016026141,6,4.6875e-05,0.22283179,2.3988764,-0.62628806,0.0499109344482421,20160531-7_142749
20160531-7_142749_seg14.wav,Target,Tanker,949.53234169948,2478.727360446663,0.01746744,-0.4014401358918699,42.82999512019629,2.8168684173260523,-8.382495738761413,366.1111111111111,0.0017042842,6,9.635416666666668e-05,0.22263555,3.0289273,-1.6425595,0.0498717091878255,20160531-7_142749
20160531-7_142749_seg15.wav,Target,Tanker,933.2835772188351,2487.863451006057,0.01574095,0.0778318505672416,7.030077013305515,3.368221748018991,-9.051336277279932,388.975,0.0016367878,6,3.6458333333333336e-05,0.22277927,2.320401,-0.1965745,0.0498783772786458,20160531-7_142749
20160531-7_142749_seg16.wav,Target,Tanker,1022.8755718217662,2575.6966182581377,0.017814139,0.1874245917612937,27.54742073603672,2.888605720376744,-8.388980030096963,340.5434782608696,0.0018584701,8,8.854166666666667e-05,0.22285673,3.4300256,-1.0523694,0.0499824778238932,20160531-7_142749
20160531-7_142749_seg17.wav,Target,Tanker,1003.5627443256528,2552.057692632476,0.017696252,0.1560619470031283,2.94543908775844,3.6397823119341126,-9.082286953447694,398.0517241379311,0.001829246,2,7.8125e-06,0.22306848,2.1578743,-0.007934871,0.0500727132161458,20160531-7_142749
